codigo_modelo,fecha,lambda_t,lambda_li_95,lambda_ls_95,pi_estrella_t,c0_t,c_t,d_t
M0,2011-03-01,0.7729020305063832,0.5544904052264361,0.9913136557863302,4.570967577380085,0.3092681710159999,0.019879977481072276,0.9124607871862498
M0,2011-04-01,0.772902030506385,0.5544904052260795,0.9913136557866904,4.570967577380132,0.30926817101599124,0.019879977481071318,0.9124607871862533
M0,2011-05-01,0.7729020305063882,0.5544904052265662,0.9913136557862101,4.570967577379953,0.30926817101598675,0.019879977481071433,0.9124607871862516
M0,2011-06-01,0.7729020305063856,0.5544904052266357,0.9913136557861355,4.570967577380038,0.3092681710159851,0.019879977481071252,0.9124607871862533
M0,2011-07-01,0.7729020305063841,0.5544904052268561,0.991313655785912,4.570967577380039,0.3092681710159815,0.01987997748107119,0.9124607871862542
M0,2011-08-01,0.772902030506372,0.5544904052268579,0.991313655785886,4.570967577380216,0.30926817101599174,0.01987997748107245,0.9124607871862533
M0,2011-09-01,0.7729020305063781,0.5544904052269147,0.9913136557858414,4.570967577380063,0.30926817101599324,0.01987997748107252,0.9124607871862507
M0,2011-10-01,0.772902030506378,0.5544904052268969,0.9913136557858591,4.570967577380086,0.3092681710159885,0.019879977481072127,0.9124607871862525
M0,2011-11-01,0.7729020305063785,0.5544904052268917,0.9913136557858653,4.5709675773800305,0.3092681710159818,0.019879977481071877,0.9124607871862533
M0,2011-12-01,0.7729020305063824,0.5544904052268931,0.9913136557858717,4.570967577379974,0.30926817101597953,0.01987997748107154,0.9124607871862533
M0,2012-01-01,0.7729020305063812,0.5544904052268803,0.991313655785882,4.570967577380095,0.30926817101598725,0.019879977481071648,0.9124607871862533
M0,2012-02-01,0.7729020305063853,0.5544904052269028,0.9913136557858677,4.570967577380029,0.3092681710159907,0.01987997748107169,0.9124607871862516
M0,2012-03-01,0.7729020305063845,0.5544904052268858,0.9913136557858833,4.570967577379979,0.30926817101598697,0.019879977481071762,0.9124607871862516
M0,2012-04-01,0.772902030506385,0.5544904052269131,0.9913136557858568,4.570967577379986,0.30926817101598764,0.01987997748107172,0.9124607871862516
M0,2012-05-01,0.7729020305063844,0.5544904052269026,0.9913136557858662,4.570967577379998,0.3092681710159851,0.01987997748107156,0.9124607871862525
M0,2012-06-01,0.7729020305063871,0.5544904052268971,0.991313655785877,4.57096757738,0.3092681710159863,0.01987997748107133,0.9124607871862525
M0,2012-07-01,0.7729020305063836,0.5544904052268926,0.9913136557858746,4.570967577380027,0.30926817101598675,0.019879977481071637,0.9124607871862525
